image,label
2459a9ab-b654-4aef-be7c-89340da78cec,Skirt
967cd983-84e9-4812-ab2e-bdf67cc85051,Pants
451b4318-6015-4a82-99b2-4a7e3b467382,Shorts
3c36bf48-07a3-4352-84a4-27f3cd71e22d,Longsleeve
8b6de4c0-3f40-476d-bad4-a4ee3275176e,Shoes
29e6297b-0d6c-49c6-8513-dc64b7b979f5,Shorts
43ac2647-95bc-4174-b9c1-0518a5024ed2,Outwear
0527af7c-3a7c-4c87-9e1c-bee2d9db0e98,Blouse
c575d614-707d-47f6-80b2-ecfe64ea9053,Shoes
a04786b1-80e1-4e10-903a-36ca728c9b53,T-Shirt
b1299dd2-18e7-4d59-a7dc-f6eb14686572,Shoes
1654e727-45fa-43de-88fb-44bcdf55cacb,Dress
57ee8ecc-e2ca-497a-9bf2-7fafcbc794fa,T-Shirt
dd0ff00d-5ce3-4150-b4ee-05da2c0a6555,Dress
831e024c-83b5-4f66-b9ad-4cd85e6454d4,T-Shirt
0d9f1bf9-0008-4247-b22b-832ab1c62a70,Blazer
70731fd8-417c-4d20-94c5-56cf17a7178e,Hat
96399c5f-1bb4-427a-a4b0-357557fbe712,Polo
e2d65ea7-508f-4e4e-a646-e1406ff92e03,Shorts
b8b0c023-1fcf-4f16-aeb7-9687f917cd92,T-Shirt
10e7ed9b-3700-417a-a085-f31eaad50c0c,T-Shirt
b9a10398-fdc0-425d-ac63-3b80b45eb899,Shorts
7f3e1f42-5068-4fde-9355-f27c25423bb8,Shoes
19088710-43ac-467e-85c9-e1094db4f499,T-Shirt
dc458dbc-5d9d-47d1-bb39-f0d3f3327574,T-Shirt
7cd2e634-94bf-43f8-a95b-a840e7f79bf1,Hat
2cd28b7c-b772-4dfa-9336-d08b14e41444,Pants
c5924c48-00cc-43bd-b8a3-300a1ae7551f,Pants
db5aab31-c7a7-4459-9751-028dfafc9cb9,Shoes
5846855b-5c89-430c-ba57-d1bed5cec856,Shoes
ad0352de-3584-4ed7-8e80-083908297db8,Shoes
a1a6c91d-9eb1-4e2f-a5b8-3b7f0a6bf67f,Shorts
e246f68a-44bb-4d02-ad51-d9829cc94df1,T-Shirt
d53159b1-2e6b-409b-9470-a901bd593dcb,Shoes
b19fb498-3efd-4e74-97e7-86e6843deb31,Longsleeve
78b7da73-ca6c-4e99-b88d-a9f358e7f0f2,Skirt
3d49b769-7585-4033-b853-c16519ceabe4,Polo
6bedb1ea-9f80-4d65-bca8-7709d34ffb5e,Shirt
ed22b4d2-a0ba-406d-8107-dc98a196cbcc,Shorts
b911d68f-dfea-45fd-b66b-6c2bac08c642,Shorts
5ea28e5a-f527-4954-b17c-a129b64e3f77,Longsleeve
6567c49d-5cd4-44b2-9824-5c8f4caed18f,T-Shirt
b3f2dabc-64ad-44fe-9cb7-ba5d0c5d630c,Pants
014b2a1b-c5a0-469b-b115-bc02b2001db5,Hat
3163669a-a958-45d2-af43-b1fd70d21727,Blouse
4b46c02a-fd7c-4b39-8690-61da8e4396d1,Polo
c1d0e41f-8144-46d0-b9af-9372e2115b66,T-Shirt
78334dc5-2c60-48f8-a665-5d33e357c2d5,T-Shirt
808694ff-b6de-4f50-a107-a2ab0de65192,Shorts
14d9f39c-48f5-4da6-bea4-b9f8b94633ed,Hat
33a07241-01ee-4e64-97f6-e0cc65ae4f5c,Shoes
67242183-82be-491d-84cb-cd0ae9d00e19,Blazer
69d17114-7365-41d1-a1f8-951a53a0683d,T-Shirt
14e754c0-a104-47be-b038-7b1e46068caa,Shorts
0546d34a-a369-4723-8d3a-74c0f51af26c,Dress
e46a8690-75bc-46b4-bdde-fef6437d994f,Shorts
e84c82c0-c1f9-487a-8e98-104e4c218e07,T-Shirt
53318937-a439-4d5e-89d0-96db472ea7cb,Shorts
cec644db-b07c-4420-8199-f5bdd8ea3f83,Skirt
2b3113c3-d37d-47f5-a784-20fb12228365,Hat
a9894b31-1487-46e2-9a87-c831058b4798,T-Shirt
e4e24c83-293a-4153-804f-c10b1551dd29,Undershirt
6110bc5f-2101-4382-a79c-d2158d052b23,Blouse
b8ffc654-326d-4a02-93d7-c9b20732b1e0,Longsleeve
19b8f13e-9f17-4fcc-a4cd-7496672b1675,Hat
a9c5f50d-abad-46f0-9bc1-4cef08015143,Hat
a09d821a-cfa4-4dcb-b734-e45515b3ead0,Dress
a21a0c36-6e58-4419-8139-8346e3635c6b,T-Shirt
e1b266de-a3b0-4ff6-92c3-7302bc57b9cb,Shirt
099de1d5-7422-4230-b11b-fe581139b82c,T-Shirt
cfc50433-e50a-442b-b7e0-273e17a4edad,Pants
1fd19366-a938-4eb3-83c9-4bc474f495be,Blazer
34c94dfc-1234-42f7-8f34-5ded0f654860,Shoes
1ccfcad0-57a3-44a6-83f7-f42a189cf6bf,Pants
d4825958-1013-4e12-b56c-3d88193cc5d7,Shorts
2b66fdb1-33dd-445f-a422-b17fbe543483,Dress
823f659c-e2eb-4402-9125-30b63b8af830,T-Shirt
d7ea54ee-9a37-42c4-bb14-405817a12b99,Longsleeve
16e5d441-1398-411e-b013-0374019e32a3,Longsleeve
bbb6d814-4f2e-4311-9d53-ff081cb0d5f6,Pants
20e5a129-ac26-4ec2-9bf1-f63427503929,Longsleeve
d9cf9703-1375-4381-a625-d4ea016cc47c,T-Shirt
ef4afaa2-ce6f-4063-83ad-beac8d201e67,Shirt
6cbd8a06-b3b2-49ce-893d-13d49d1411be,Shorts
ab3bd520-3337-4ed6-a7eb-d11455385fd3,Shirt
5d925e47-bc47-4cce-9096-75af190a3428,T-Shirt
547cba07-80cb-43cf-ae23-c7a126a6b766,Shorts
910268c2-a132-4d25-80b1-59812c52e65c,Skirt
17225acd-6301-4ffd-b13c-d703db9db078,T-Shirt
c7c0ee49-32c3-4273-b37b-980972e352eb,Shirt
6cb41939-b79a-4fad-b0e1-d760f1b4bc77,T-Shirt
927451d0-6fc4-4d19-b09f-2a30fe0e3628,Shoes
415566a9-f64f-412f-9509-b72d8b8d6c65,Dress
63ebe486-5c81-4bc7-abcf-cf6520cfe63d,Dress
fbdddc68-0c17-47fb-a6a4-28f9564f44fb,Shoes
20679064-7d30-434b-bd91-a6614f7ceb09,Shorts
1ab00c0e-4fc7-45d4-b9af-7d1bd75e1fd9,T-Shirt
52242d70-6914-4819-94cd-844e380ffbcb,Shirt
324b3d8f-3a20-4668-b58b-b4083ed1039a,Hat
9e578f34-a6df-46f6-80b0-1dfd30b7fa36,Dress
792fbbb4-b383-45ba-9e96-ffb11f1d00a9,Outwear
7a9d5c6f-d1b6-42e6-8200-da323a048bc6,Shorts
3cef4468-d107-4f8a-949e-aaca30eedcdb,Pants
8adc00dd-1bfc-4c47-9cbb-be32f38a0275,Shorts
fce53abd-5937-4881-bb47-2ef68f6da985,Longsleeve
b2770ba5-2094-4203-8797-aa863f2cca2c,Pants
84e4d60a-a684-4b88-b86e-dfac84cfac92,Skirt
10cb59c5-1b8d-487a-820f-bb7caa7d8a80,Shirt
2a774d80-c007-43a7-9c38-85e441274cfc,Shirt
0a5d2669-3f7f-4350-9f1b-42204b0a9706,Shoes
702c26ad-76d4-4906-a13f-62fc0af4b083,Dress
8713b1fa-9037-4657-8eda-084d4e147dce,T-Shirt
6728b4d4-1f7d-4875-8a72-3899f61468cd,Pants
16740066-3329-4165-884a-25c42814d590,Dress
73ac436f-d222-491e-8603-70bf6f1f6ad9,Hat
fbdb72f7-0d7f-4c8b-b8b3-0d90c96bffa7,Pants
c4b9d4f5-2a30-481a-8cb5-51ae0fd189de,Pants
7f160564-1b10-4cf0-bb61-5d9af037e898,Skirt
b9b69d8d-2885-4ac1-8408-a5a379e7116e,T-Shirt
eb1677ad-53da-4b3f-bced-e5c01a7e64bf,Shoes
22d0ec9a-ff45-4c64-8f2f-76ca9f1ad164,Shoes
411a9780-e825-4bed-b9ce-848927b36638,Dress
62384b64-25d5-4ed0-9fc2-d05c4af0b894,Undershirt
cf846233-591b-43e6-865c-0365caa69aa5,Shoes
5103e71c-1a7c-4781-966e-4e4aa54514c7,Longsleeve
111f6233-f984-46a9-ab6a-13d3c5a3585c,Shirt
51ec2329-7f56-4cec-ae5e-a40b7f79268a,T-Shirt
e53cf0f2-4b30-472f-9832-05897ff29c3f,Undershirt
29d70d79-7b4b-402d-a2cd-72962819f515,Shorts
caf96ed0-978a-4b83-9a8b-161adb1bf40b,Blouse
4c1acd5c-80bc-4f85-adb4-404f553ca881,Dress
24fcfe3e-4ea1-481e-9f39-37a2edcb2c99,Hat
127708b5-72ad-4793-9512-3d33427459bb,Hat
208e4ef2-1460-4ba5-9f8a-de05249e5af3,T-Shirt
defff3ef-adb7-4919-9abb-ae43c34e36f8,T-Shirt
fca6b5f0-8fd2-446a-a226-117d395f7c9d,Longsleeve
8b366b95-1958-4b76-a9c3-f8195f589499,Dress
4cc0191c-175d-48e1-9808-ffbb7ea7ac57,Pants
5195e000-d919-4ebb-81b8-1e646224d231,Shoes
a0b289ae-458d-434d-8814-32a7699f62e3,Hat
284149a9-e71e-4955-8228-7511fa592bc1,Skirt
383509d9-0327-4c85-8dd4-722a38e66537,Outwear
637a56e4-7fa6-4f75-8859-0f8902461554,Skirt
d9218439-14f1-46fa-8c35-f17f112b08fe,Shoes
111f1db6-391c-4a82-b2e8-999a7fbcd886,Longsleeve
755595ad-51a0-419f-b132-b412c2523ae4,Hat
974964a0-77cc-47b3-a54f-57eea90bb3fe,Dress
f50f1ab8-e2b4-4f80-9f83-8cb97b51fdea,Pants
e2fe051a-4e72-48c2-8472-263c163c63b5,Pants
84208961-56c7-4be3-92aa-f8ae333408b2,Shorts
6558b3d0-f4e5-425b-a219-7b0df47ca55f,Pants
c028daef-a24d-48b4-932c-3eb9df50015d,T-Shirt
c44623dd-f30a-442c-aaee-ac59bc5297a8,Pants
f372c204-d970-4c59-916e-414647b00dda,Pants
e73115ee-f4ea-4bc7-be9a-7c030264f7d1,Pants
fe21d6e5-b447-4ef4-ae4b-138cbf1a2220,T-Shirt
f53dc5e8-9625-4fb4-85f0-3c773c884545,Shirt
fe69a500-595a-4152-856a-5c4e537f8507,Dress
53c395a3-94bf-4ad9-be75-3bb3924c2d76,Skirt
2fc2cbb5-2f6b-4e7e-a747-7343fbcfce72,Undershirt
0c6f89cd-30f6-4b44-bda5-0ba8d90e6717,Outwear
993f7adc-d7b4-44c1-9b2d-8c73e6775c59,T-Shirt
be7311c6-84f7-4e59-b0f4-3a94f6ced3f3,Hat
a8f612a6-a966-451b-9dd3-364a4b200dc1,Hat
c224d361-b064-41e3-9c21-45335e840a6f,Shoes
809a0878-3aa0-4364-94d8-d4db70a4ec67,Pants
bca5d877-14a4-428c-b031-2354ddf9ae7b,T-Shirt
5a011c0b-7f3c-4118-a64e-ed0d545600d4,Shorts
4998118e-5c47-42ba-8b8f-42c18aa42230,Shirt
066d2e84-6701-4bc7-a301-5beb2fed70f0,Longsleeve
16e59add-f4dc-42ed-9d0b-117b82ade746,T-Shirt
b5a55ab1-6eac-45b3-a6f6-84b1bbeb3afb,T-Shirt
17936ba2-937a-46d8-afa0-0750abdb3200,Pants
f11d949d-a141-493b-ad09-b8bbe02ca95d,T-Shirt
7ac0ac0e-6c82-4e13-890e-5186a62b7807,T-Shirt
e97e3e26-c9de-4a66-95da-ce81c01fe1f0,Shorts
96548af1-6efc-4300-a9a4-2d75ee10f6ae,Shorts
e59024f1-7bf9-4fc7-a0c9-e0cf48ae6575,Pants
a824deb0-6985-4b11-a987-74d47f5fc33e,Shorts
97c4ebd3-715f-4809-881a-7363ce0da4cb,Shorts
28a28fe6-41ff-453a-afb9-d65e822be4ef,Undershirt
69ecd6f7-e2f0-4ae5-9608-7feeb35f932b,Hat
b524ee06-ab17-4e0f-8e79-40d12c275d92,Skirt
d0ea01b9-6067-41c7-b1ca-b4cfd820ebf5,Dress
1e3ce182-d152-4476-8b6c-be3be197debf,Shoes
ef6be172-3598-490a-9ed2-26babf14c0fe,Outwear
830e54f5-ad81-4b01-a4c9-3c241b45201b,T-Shirt
550dd0ec-bdb9-437e-af1a-1c5daaa3f989,T-Shirt
69d4e9dd-3176-413f-8bff-fa9f8129e01c,Skirt
9de18803-34d3-4737-b958-075a1ffadbc1,Shorts
47948bab-d1f7-4116-89d6-89d273c5a610,Shorts
dc8c8cb1-efcd-4a20-afca-79a1869a7352,Dress
54730d1c-2c4d-4f00-9424-944113ccddf7,Polo
32c91193-3fe7-48a1-8867-01c55e4f3985,Dress
bffde213-2bab-486d-a622-f382abaa4e9a,Pants
bbbff34f-4830-4dc0-819a-45ef69a70e76,Pants
36b4e957-021d-4a48-aaea-25dff54e162c,Longsleeve
805beda4-9792-4db9-aab7-3108c5211981,T-Shirt
bd1b88bb-457c-463c-8504-cfcd97bc5d51,Shirt
2dcaec0f-b253-4d75-aa8a-01f0858229a8,Dress
21c78c7e-a927-49ea-94d4-9ceeaa847bb2,Outwear
dedc3714-6ac9-4d6a-b76f-cfa10a1a9a51,Longsleeve
55808c24-c583-4bb5-91a1-6dca3056faf2,Skirt
16edcd9e-82d9-4827-88d0-32c10298adea,Pants
f0f2606d-dc4c-485c-baef-75b59cf0ce3d,Longsleeve
4f05360d-2a6e-4db8-9f4a-3b303e72d82e,Shorts
37820224-d7fc-41da-b46f-fe7dd25b125e,Longsleeve
48895e87-ae51-4c7e-98ae-2855991264d1,Skirt
9b771b16-2700-41ea-8b87-179324fbe107,Shirt
7bb0226b-f068-4b46-9e40-1e5110319fcd,Shoes
112c0b70-cdf7-4cb2-800f-e4f68f2d7a81,T-Shirt
80efad5c-1ca2-4589-a5ac-5bf1547fafde,Shorts
061b697e-086b-48c9-80db-9ecb9b82c64b,T-Shirt
62c7effa-be77-4a26-bb0d-3cf9373ce3ae,Outwear
ba9cd233-fff5-44f2-8569-b6ba0667d6a9,Pants
2503103d-48e1-4be1-b90e-c2e80b5f1eed,Skirt
2c3533f9-2998-4c22-aa81-d0e519cc6669,Hat
e3c2ae0c-6ca2-49a9-9bb4-e2e9346828b0,Hat
e204f303-cd35-448f-b7cb-791b133efa4b,Longsleeve
7325c0ac-3515-4181-b13c-7eb35e37c8e3,T-Shirt
5b32191d-85d4-4990-b419-ae928b56597b,Outwear
3b67cb0e-eb7c-4f4e-a67a-804ae460932d,Outwear
fbb96cbf-6fd6-43e1-bd41-20606dfc1339,T-Shirt
2a7c1877-3131-49dd-9712-f78f0da4daf2,T-Shirt
09cd8fdf-bbe9-4908-8f54-f399bc635c9b,T-Shirt
